1,无,尚林家园  | 3室2厅 | 132.63平米 | 东南 | 其他,高楼层(共26层)2009年建板楼  -  犀浦,距离2号线犀浦站701米,房本满五年,尚林家园装修套三，132.63平150w,150万,单价11310元/平米
2,无,华银美景  | 4室2厅 | 150.15平米 | 南 | 其他,低楼层(共6层)2010年建板塔结合  -  警院,无,房本满五年,华银美景 四室二卫 底楼带230平大花园,360万,单价23977元/平米
3,无,龙城1号  | 6室3厅 | 227.99平米 | 南 | 其他,低楼层(共8层)2013年建塔楼  -  大面,无,房本满五年,龙城1号 6室3厅 548万,548万,单价24037元/平米
4,无,金牛万达A组团  | 2室2厅 | 71.11平米 | 东北 | 其他,中楼层(共32层)2012年建塔楼  -  金牛万达,距离1号线人民北路站820米,无,中装套二 卧室带阳台 看房预约新上,168万,单价23626元/平米
5,无,摩玛城  | 2室1厅 | 75.79平米 | 东南 | 其他,中楼层(共33层)2011年建塔楼  -  三官堂,无,房本满五年,摩玛城 标准套二 朝南 采光好新上房主自荐,180万,单价23750元/平米
6,无,海骏达蜀都1号一期南区  | 3室2厅 | 93.2平米 | 南 北 | 其他,高楼层(共25层)2013年建塔楼  -  郫县城区,无,无,海骏达南区装修套三，中间楼层，满两年新上,125万,单价13413元/平米
7,无,兴元嘉园  | 3室2厅 | 94.31平米 | 东南 | 精装,低楼层(共10层)2005年建板楼  -  武侯立交,无,房本满五年,兴元嘉园  电梯套二带书房 装修带家具家电出售新上,143万,单价15163元/平米
8,无,慕和南道  | 2室2厅 | 80.14平米 | 北 | 精装 | 有电梯,低楼层(共32层)2010年建板塔结合  -  华阳,无,无,慕和南道 2室2厅 175万新上,175万,单价21837元/平米
9,无,温哥华花园六期  | 3室2厅 | 101.2平米 | 东南 | 其他,高楼层(共16层)2013年建塔楼  -  航空港,无,无,温哥华六期 套三 双卫 带车位新上,165万,单价16305元/平米
10,无,兴元华盛二期  | 3室2厅 | 101.35平米 | 西南 | 其他 | 有电梯,低楼层(共18层)2009年建板楼  -  驷马桥,距离3号线昭觉寺南路站370米,房本满五年,兴元华盛 带车位一起卖 装修保养良好不用重装！！！！新上,178万,单价17563元/平米
11,无,新开街3号  | 2室1厅 | 103.78平米 | 东 | 其他 | 无电梯,低楼层(共7层)2000年建板楼  -  盐市口,距离1号线锦江宾馆站416米,房本满五年,新开街3号，标准大套二带阳台。新上,252万,单价24283元/平米
12,无,互盛佳苑  | 2室2厅 | 95.22平米 | 东南 | 其他,中楼层(共17层)2008年建暂无数据  -  五大花园,距离7号线龙爪堰站692米,房本满五年,互盛佳苑 套二 带入户花园 主卧带阳台新上,158万,单价16594元/平米
13,无,嘉通云尚  | 2室2厅 | 62.43平米 | 东南 | 其他,中楼层(共39层)2011年建板楼  -  猛追湾,距离3号线红星桥站612米,无,嘉通云尚 套二有装修 中间楼层新上,130万,单价20824元/平米
14,无,恒大绿洲  | 3室2厅 | 87.96平米 | 东 | 其他,低楼层(共32层)2011年建板塔结合  -  大面,无,无,恒大精装套三 户型方正 正对小区中庭 安静不吵新上,145万,单价16485元/平米
15,无,傲城  | 2室1厅 | 76.69平米 | 西北 | 精装,高楼层(共31层)2015年建板楼  -  犀浦,无,无,傲城 2室1厅 123万新上,123万,单价16039元/平米
16,无,绿地468公馆一期  | 2室2厅 | 77平米 | 东南 | 其他,中楼层(共33层)2015年建塔楼  -  三圣乡,无,无,绿地468公馆一期，套二装修房，客厅带阳台新上,178万,单价23117元/平米
17,无,双楠名城二期  | 2室1厅 | 75.62平米 | 西南 | 其他,中楼层(共11层)2003年建板楼  -  红牌楼,距离3号线红牌楼站806米,无,双楠名城二期 套二 有装修电梯 一梯四户新上,152万,单价20101元/平米
18,无,蓝谷地三四期  | 2室2厅 | 86.41平米 | 东南 | 其他,高楼层(共13层)2008年建板楼  -  蓝谷地,无,房本满五年,蓝谷地套二顶楼装修好，带入户，带花园新上,192万,单价22220元/平米
19,无,温哥华南苑  | 3室1厅 | 85.51平米 | 南 | 其他,低楼层(共16层)2013年建板塔结合  -  航空港,无,无,温哥华南苑，有装修，套三，满两年新上,138万,单价16139元/平米
20,无,蓝光凯丽香江  | 3室2厅 | 88.22平米 | 东 | 其他,高楼层(共42层)2009年建板塔结合  -  琉璃场,无,房本满五年,凯丽香江套三双卫有装修有家具家电新上,225万,单价25505元/平米
21,无,大成郡  | 3室2厅 | 95.85平米 | 南 | 其他,高楼层(共15层)2015年建塔楼  -  航空港,无,无,大成郡套三，有装修，不临路，宜居家新上,165万,单价17215元/平米
22,无,万鸿城市花园  | 3室2厅 | 107平米 | 南 | 其他,高楼层(共24层)2010年建板塔结合  -  龙泉驿城区,距离2号线龙泉驿站981米,房本满五年,万鸿城市花园套三单卫精装修高楼层新上,153万,单价14300元/平米
23,无,龙湖三千城二期B区  | 3室1厅 | 77.25平米 | 西南 | 精装,低楼层(共34层)2012年建板楼  -  SM广场,无,房本满五年,龙湖三千城 套三 单卫 朝中庭新上,245万,单价31716元/平米
24,无,宏达世纪锦城  | 2室1厅 | 77.94平米 | 北 | 其他,低楼层(共32层)2012年建板楼  -  海洋公园,无,无,居家装修套二，客厅带9㎡阳台，安静对中庭，拎包入住新上,158万,单价20273元/平米
25,无,蓉上坊二期  | 3室2厅 | 132.44平米 | 南 | 其他,低楼层(共33层)2010年建板塔结合  -  合江亭,距离2号线东门大桥站526米,房本满五年,蓉上坊二期一栋套三双卫出售 房子前后对小区里面新上,405万,单价30580元/平米
26,无,四季映像  | 2室1厅 | 56.75平米 | 东南 | 其他 | 有电梯,高楼层(共33层)2012年建塔楼  -  大面,无,无,套二单卫  装修房  采光好  对中庭新上,95万,单价16741元/平米
27,无,78号观邸  | 2室2厅 | 93.24平米 | 西南 | 其他 | 有电梯,高楼层(共32层)2009年建板楼  -  人民公园,距离2号线通惠门站1096米,房本满五年,78号观邸，两室两厅，精装西南朝向，明厨明卫，带阳台新上,238万,单价25526元/平米
28,无,上行锦绣  | 2室1厅 | 72.49平米 | 东南 | 其他,低楼层(共18层)2010年建板楼  -  驷马桥,距离3号线昭觉寺南路站968米,无,上行锦绣，带装修套二，户型方正新上,130万,单价17934元/平米
29,无,东山国际新城B区  | 3室2厅 | 99.18平米 | 东南 | 其他,低楼层(共10层)2015年建板楼  -  东山,无,房本满五年,东山国际新城B区 3室2厅 130万新上,130万,单价13108元/平米
,haskey,houseInfo,positionInfo,subway,taxfree,title,totalPrice,unitPrice
0,无,中房蓝水湾  | 4室2厅 | 137平米 | 东北 | 其他,高楼层(共18层)2007年建塔楼  -  李家沱,距离3号线李家沱站645米,房本满五年,蓝水湾标准套四双卫 带衣帽间 视野好,285万,单价20803元/平米
1,无,东方惠城A区  | 2室2厅 | 72.3平米 | 东南 | 毛坯 | 有电梯,中楼层(共26层)2011年建塔楼  -  万年场,无,无,东方惠城清水套二  进门带入户  客厅带阳台新上,110万,单价15215元/平米
2,无,锦绣水岸  | 4室2厅 | 137平米 | 东南 | 其他,高楼层(共18层)2010年建板塔结合  -  光华大道沿线,距离4号线涌泉站457米,无,锦绣水岸标准装修套四，中庭安静舒适，新上,187万,单价13650元/平米
3,无,比华利国际城二期  | 2室1厅 | 77.84平米 | 东南 | 其他,高楼层(共26层)2011年建板楼  -  川师,距离7号线大观站799米,房本满五年,比华利标准套二。入户改储物间。新上,195万,单价25052元/平米
4,无,交大归谷国际社区  | 4室2厅 | 162.14平米 | 东南 | 其他,低楼层(共13层)2013年建板楼  -  丽都,距离3号线太平园站360米,无,交大归谷国际社区 有装修 带家具家电出售新上,415万,单价25596元/平米
5,无,利通出水芙蓉  | 4室2厅 | 158.34平米 | 西南 | 其他,高楼层(共5层)2005年建板楼  -  华阳,距离1号线四河站914米,无,利通出水芙蓉   套四双卫   户型方正  采光好房主自荐,284万,单价17937元/平米
6,无,西西里一期  | 1室1厅 | 59.17平米 | 东南 | 其他,中楼层(共33层)2008年建板塔结合  -  茶店子,无,房本满五年,西西里套一 有装修 东南朝向 光线好新上,110万,单价18591元/平米
7,无,弘民新城C区  | 4室2厅 | 196.65平米 | 东南 | 其他,高楼层(共6层)暂无数据  -  东升镇,无,房本满五年,弘民新城套四，带大花园，户型方正,185万,单价9408元/平米
8,无,观景苑二期  | 3室2厅 | 132.61平米 | 北 | 其他,低楼层(共6层)板楼  -  南湖,无,房本满五年,河边小区，套三 1楼带80平花园！,150万,单价11312元/平米
9,无,中海兰庭  | 3室2厅 | 120.16平米 | 西北 | 其他 | 有电梯,低楼层(共24层)2009年建板塔结合  -  大源,无,房本满五年,中海兰庭 中庭套三双卫 精装修,398万,单价33123元/平米
10,无,置信巴厘岛A区  | 3室2厅 | 86.77平米 | 西南 | 精装 | 有电梯,中楼层(共13层)2008年建板楼  -  武侯立交,无,房本满五年,武侯立交大悦城 置信精装套三 不临街新上,190万,单价21897元/平米
11,无,蓝光圣菲town城  | 3室2厅 | 112.82平米 | 东北 | 其他 | 有电梯,高楼层(共18层)2009年建塔楼  -  航空港,无,无,套三户型 居家装修 不临街 中间楼层新上,220万,单价19501元/平米
12,无,公园大道  | 3室2厅 | 108.51平米 | 西 | 精装 | 有电梯,中楼层(共16层)2012年建板塔结合  -  光华大道沿线,距离4号线涌泉站860米,无,中间楼层、跃层套三装修房带家具家电、满两年新上,176万,单价16220元/平米
13,无,御廷上郡  | 2室2厅 | 74.14平米 | 南 | 其他,中楼层(共26层)2012年建板塔结合  -  中和,无,无,高新区御廷上郡居家装修套二，朝南新上,153万,单价20637元/平米
14,无,置信清水湾  | 3室2厅 | 88.09平米 | 东 西 | 其他,中楼层(共26层)2010年建塔楼  -  万家湾,无,无,置信清水湾  套三单卫  有装修新上,148万,单价16801元/平米
15,无,金科一城  | 2室1厅 | 67.74平米 | 东 北 | 其他,低楼层(共20层)2012年建塔楼  -  动物园,无,无,金科一城 2室1厅 130万新上,130万,单价19192元/平米
16,无,颐和京都  | 2室2厅 | 83.96平米 | 西 | 其他,高楼层(共21层)2010年建塔楼  -  万家湾,无,房本满五年,颐和京都 套二 有装修 不临街新上,165万,单价19653元/平米
17,无,华都星公馆二期  | 6室3厅 | 202.03平米 | 南 北 | 其他,高楼层(共6层)2004年建板楼  -  草金立交,无,房本满五年,华都星公馆二期 顶跃带花园  可直接拎包入住,268万,单价13266元/平米
18,无,万科双水岸  | 3室1厅 | 182.22平米 | 南 | 其他 | 有电梯,中楼层(共6层)2007年建板楼  -  毗河,无,房本满五年,万科双水岸，4+1顶跃带装修有阳台,260万,单价14269元/平米
19,无,上东一号一期  | 2室1厅 | 71.62平米 | 南 | 简装,中楼层(共18层)2008年建板塔结合  -  动物园,距离3号线动物园站583米,无,上东一号一期标准套二，房东自住保养好新上,123万,单价17174元/平米
20,无,蓝光锦绣城21栋  | 2室1厅 | 63.39平米 | 东南 | 其他,高楼层(共33层)2015年建板楼  -  成渝立交,无,无,蓝光锦绣城21栋精装套二户型方正新上,125万,单价19720元/平米
21,无,保利心语花园四期  | 3室1厅 | 88.16平米 | 东南 | 其他 | 有电梯,低楼层(共31层)2014年建塔楼  -  大源,无,无,保利心语花园四期，三室两厅一卫。新上,255万,单价28925元/平米
22,无,西城丽景  | 2室2厅 | 79.1平米 | 东南 | 精装,中楼层(共18层)2000年建板楼  -  高家庄,无,无,西城丽景装修套二，可已拎包入住新上,117万,单价14792元/平米
23,无,英郡三期  | 2室1厅 | 79.5平米 | 南 | 其他,高楼层(共33层)2012年建板塔结合  -  新会展,距离1号线世纪城站734米,无,英郡三期 2室1厅 205万新上,205万,单价25787元/平米
24,无,汇锦城  | 2室2厅 | 86.31平米 | 南 | 其他 | 有电梯,高楼层(共36层)2014年建塔楼  -  大源,无,无,精装套二，对中庭视野开阔，采光好。新上,245万,单价28387元/平米
25,无,优地B区  | 2室1厅 | 67.2平米 | 东 东南 | 其他,高楼层(共17层)2007年建板楼  -  丽都,距离3号线红牌楼站457米,无,套二户型，户型方正，有装修，有采光新上,135万,单价20090元/平米
26,无,空港晶座  | 5室3厅 | 118.95平米 | 东 | 其他,低楼层(共22层)2012年建板楼  -  航空港,无,无,空港晶座装修套五，带产权车位，带电梯间，房东自住房房主自荐,210万,单价17655元/平米
27,无,人居都市阳光  | 4室2厅 | 156.45平米 | 北 | 精装,高楼层(共18层)2010年建板塔结合  -  蛟龙港,无,房本满五年,人居都市阳光 套四 带装修 朝北新上,230万,单价14702元/平米
28,无,万科海悦汇城西区  | 2室2厅 | 57.02平米 | 西南 西北 | 精装,高楼层(共35层)2015年建板楼  -  海洋公园,无,无,万科海悦汇城西区    有装修，套二新上,145万,单价25430元/平米
29,无,龙腾花园  | 2室1厅 | 77.63平米 | 北 | 精装 | 有电梯,低楼层(共11层)2007年建板塔结合  -  龙湾,距离7号线龙爪堰站686米,房本满五年,龙腾花园 精装  不临街  套二新上,150万,单价19323元/平米
,haskey,houseInfo,positionInfo,subway,taxfree,title,totalPrice,unitPrice
0,随时看房,双玺  | 3室2厅 | 124.98平米 | 南 | 简装 | 有电梯,低楼层(共18层)2011年建板塔结合  -  贝森,距离4号线清江西路站753米,无,青羊双玺小区 跃层套三 满二年 对小区中庭不临街,290万,单价23204元/平米
1,随时看房,华西国际  | 1室0厅 | 47.54平米 | 东 | 简装,中楼层(共27层)2004年建塔楼  -  华西,距离1号线华西坝站899米,房本满五年,华西国际标间，居家装修，客厅带阳台房主自荐,57万,单价11990元/平米
2,随时看房,澳龙名城  | 2室1厅 | 68.78平米 | 西南 | 简装,低楼层(共18层)2009年建板塔结合  -  攀成钢,无,房本满五年,澳龙名城，套二单卫有阳台，有装修新上,208万,单价30242元/平米
3,随时看房,空港十六区  | 3室2厅 | 130.56平米 | 北 | 其他,中楼层(共17层)2009年建板塔结合  -  航空港,无,房本满五年,航空港 空港十六区 套三出售 居家装修新上,186万,单价14247元/平米
4,随时看房,水韵华府  | 4室2厅 | 183.83平米 | 南 | 其他,低楼层(共9层)2012年建板塔结合  -  光华大道沿线,无,无,水韵华府二跃负一清水房小区环境优美小桥流水新上,290万,单价15776元/平米
5,随时看房,华宇阳光水岸  | 2室2厅 | 72.89平米 | 东 东南 | 其他 | 有电梯,低楼层(共21层)2010年建板塔结合  -  驷马桥,距离3号线昭觉寺南路站759米,房本满五年,驷马桥，华宇阳光水岸，套二，有装修新上,139万,单价19070元/平米
6,随时看房,御城  | 1室1厅 | 69.92平米 | 西北 | 其他,中楼层(共26层)2009年建塔楼  -  新都城区,无,房本满五年,御  城 + 装  修 套 一  +跃 层新上,78万,单价11156元/平米
7,随时看房,万科金域西岭  | 2室2厅 | 90.63平米 | 东南 | 其他,中楼层(共35层)2012年建板楼  -  国宾,距离2号线茶店子客运站站356米,无,万科金域西岭+套二+有装修+有阳台新上,200万,单价22068元/平米
8,随时看房,洛森堡  | 3室1厅 | 92.79平米 | 东南 | 其他 | 有电梯,中楼层(共34层)2009年建板楼  -  海洋公园,无,无,洛森堡 3室1厅 180万新上,180万,单价19399元/平米
9,随时看房,观城  | 2室1厅 | 81.59平米 | 北 | 其他,中楼层(共33层)2013年建板塔结合  -  万象城,距离4号线万年场站站832米,无,观城简装套二，户型方正带阳台，安静不临街新上,215万,单价26352元/平米
10,随时看房,中德英伦联邦A区  | 3室2厅 | 89.72平米 | 北 | 其他 | 有电梯,高楼层(共33层)2013年建板塔结合  -  中德,无,无,清水房，可以按自己想法装修，满二新上,234万,单价26082元/平米
11,随时看房,领馆国际城  | 1室1厅 | 54.98平米 | 北 | 其他,中楼层(共18层)2013年建板塔结合  -  远大,无,无,领馆国际城装修套一，对中庭安静不吵闹。新上,108万,单价19644元/平米
12,随时看房,锦绣花园西区  | 2室2厅 | 178.49平米 | 南 北 | 其他 | 有电梯,低楼层(共16层)2003年建板楼  -  桐梓林,距离1号线桐梓林站681米,房本满五年,锦绣花园西区 2室2厅 363万新上,363万,单价20338元/平米
13,随时看房,树蓓巷1号  | 2室1厅 | 73.26平米 | 东南 | 其他,高楼层(共7层)1997年建板楼  -  金牛万达,距离3号线李家沱站465米,房本满五年,标准套二，保养还可以，高楼层。新上,105万,单价14333元/平米
14,随时看房,果壳里的城  | 2室1厅 | 76.9平米 | 东南 | 其他 | 有电梯,中楼层(共34层)2012年建塔楼  -  龙泉驿城区,距离2号线书房站696米,无,套二装修，户型方正，采光好，位于果壳二期新上,150万,单价19506元/平米
15,随时看房,沙河明珠  | 2室1厅 | 77.75平米 | 西 | 简装,低楼层(共18层)2008年建塔楼  -  万象城,无,房本满五年,沙河明珠朝西套二，安静不临街 后门自到公园,157万,单价20193元/平米
16,无,南丰花园  | 2室1厅 | 92.05平米 | 南 | 简装,中楼层(共4层)板楼  -  大丰,无,房本满五年,家乐福旁边！套二基装！大丰区域！双证齐全满二年新上,73.7万,单价8007元/平米
17,无,清水河畔  | 3室2厅 | 118.36平米 | 东南 | 其他,低楼层(共23层)2008年建板塔结合  -  外金沙,无,房本满五年,清水河畔套三双卫  有装修 有花园,190万,单价16053元/平米
18,无,万科海悦汇城西区  | 3室2厅 | 104.97平米 | 西南 | 其他,低楼层(共50层)2015年建板楼  -  海洋公园,无,无,万科海悦汇城西区带装修带家具家电套三,210万,单价20006元/平米
19,无,东洪广厦  | 2室2厅 | 78.56平米 | 西 | 其他,中楼层(共33层)2013年建板楼  -  三圣乡,距离2号线惠王陵站875米,无,东洪广厦   装修套二   看房方便,130万,单价16548元/平米
20,无,龙城1号  | 4室2厅 | 176.79平米 | 西南 | 精装,高楼层(共6层)2013年建板楼  -  大面,无,房本满五年,龙城一号步梯顶跃，有装修，家电家具全齐，此价带车位,420万,单价23757元/平米
21,无,东麓驿境三期  | 2室2厅 | 90平米 | 东 | 精装 | 有电梯,中楼层(共18层)2015年建板楼  -  龙泉驿城区,无,无,东麓驿境装修房+中间楼层+视野采光好,126万,单价14000元/平米
22,无,中铁丽景书香  | 2室1厅 | 80.65平米 | 东北 | 精装,低楼层(共33层)2016年建塔楼  -  温江大学城,无,无,中铁品质小区 居家装修套二   换房出售,107万,单价13268元/平米
23,随时看房,华润二十四城二期  | 2室2厅 | 65.28平米 | 南 | 精装,低楼层(共32层)2010年建塔楼  -  万象城,距离4号线万年场站站14米,无,开发商精装套二，朝南采光较，产权65平实得面积75平,196万,单价30025元/平米
24,无,蓝光锦绣城四期  | 2室2厅 | 77.74平米 | 南 | 其他,高楼层(共32层)2014年建塔楼  -  成渝立交,无,无,蓝光锦绣城4期精装修套二，满两年。,160万,单价20582元/平米
25,随时看房,沙河明珠  | 2室1厅 | 77.75平米 | 西 | 简装,高楼层(共18层)2008年建塔楼  -  万象城,无,房本满五年,沙河明珠套二，安静不临街 楼层很好,156万,单价20065元/平米
26,无,文汇院  | 1室1厅 | 60.3平米 | 南 | 简装,高楼层(共7层)1996年建板楼  -  府南新区,距离4号线草堂北路站605米,房本满五年,采光无遮挡，交通便利，配套完善新上,85万,单价14097元/平米
27,随时看房,教师公寓  | 4室2厅 | 143.68平米 | 东南 | 其他 | 无电梯,中楼层(共5层)2000年建板楼  -  中和,无,无,高新区中和套四双卫+中间楼层+中庭安静,208万,单价14477元/平米
28,随时看房,翰城  | 6室1厅 | 209.74平米 | 东南 | 其他 | 有电梯,高楼层(共18层)2009年建板楼  -  温江大学城,无,房本满五年,红泰翰城 顶跃清水套五 带屋顶花园,180万,单价8583元/平米
29,随时看房,宏信南樾  | 4室2厅 | 132.9平米 | 西南 | 毛坯,高楼层(共26层)2007年建塔楼  -  海洋公园,无,无,宏信南樾大套三，清水可自己装修，交通便利,248万,单价18661元/平米
,haskey,houseInfo,positionInfo,subway,taxfree,title,totalPrice,unitPrice
0,无,正成名城左岸  | 3室2厅 | 90.98平米 | 东南 | 其他,高楼层(共27层)2008年建塔楼  -  红光,无,房本满五年,正成名城左岸，户型方正，通透采光，不临街，中间楼层,108万,单价11871元/平米
1,无,皇经嘉苑  | 2室2厅 | 78.61平米 | 西 | 简装,低楼层(共27层)2010年建板塔结合  -  琉璃场,无,无,三环内皇经嘉苑套二有装修带家具家电,121万,单价15393元/平米
2,无,荆竹苑  | 2室2厅 | 70.12平米 | 东南 | 简装,中楼层(共18层)暂无数据  -  驷马桥,距离3号线动物园站734米,无,荆竹苑标准套二，房东自住，保养好,118万,单价16829元/平米
3,无,冠城花园三期  | 1室1厅 | 51.36平米 | 东南 | 其他,低楼层(共20层)2008年建板楼  -  人民公园,距离2号线人民公园站800米,房本满五年,冠城花园三期  小户型  过度居家  户型朝向好  采光好,98万,单价19081元/平米
4,无,红枫岭三期  | 3室2厅 | 90.18平米 | 南 | 其他 | 有电梯,中楼层(共33层)2009年建板塔结合  -  东郊记忆,无,房本满五年,红枫岭三期标准套三，户型方正，客厅带阳台,192万,单价21291元/平米
5,无,青龙乾院B区  | 2室1厅 | 79.39平米 | 东 | 其他,中楼层(共11层)2008年建板楼  -  驷马桥,无,房本满五年,2室1厅 交通便利 小区环境 干净舒适 适合居住,117万,单价14738元/平米
6,无,万科海悦汇城西区  | 2室2厅 | 61.83平米 | 南 西 | 其他,低楼层(共35层)2015年建板楼  -  海洋公园,无,无,万科海悦汇城西区   带家具家电  套二单卫,150万,单价24261元/平米
7,随时看房,吉祥苑  | 3室2厅 | 115.68平米 | 南 | 简装,中楼层(共9层)2003年建板楼  -  府南新区,距离2号线蜀汉路东站881米,房本满五年,吉祥苑电梯套三 不临街 有装修,196万,单价16944元/平米
8,随时看房,电子商务大厦  | 2室1厅 | 78.87平米 | 北 | 简装 | 有电梯,高楼层(共18层)塔楼  -  簇桥,无,无,电子商务大厦   水电气三通公寓,64万,单价8115元/平米
9,无,龙湖三千城A区  | 3室2厅 | 94.78平米 | 南 | 其他,低楼层(共34层)2011年建塔楼  -  SM广场,无,房本满五年,龙湖三千城 精装朝南 低楼层 采光好 可以晒太阳,241万,单价25428元/平米
10,无,清河阳光  | 2室2厅 | 89.04平米 | 南 | 其他,中楼层(共18层)2010年建板塔结合  -  万家湾,无,无,清河阳光套二有装修，带家具家电房主自荐,151万,单价16959元/平米
11,无,空港首座  | 2室1厅 | 66平米 | 南 | 其他 | 有电梯,高楼层(共16层)2013年建板塔结合  -  航空港,无,无,空港首座套二，精装自住房，家具家电齐全,95万,单价14394元/平米
12,无,红牌楼广场  | 3室2厅 | 105.07平米 | 西北 | 简装,中楼层(共17层)2007年建板楼  -  丽都,距离3号线红牌楼站183米,房本满五年,红牌楼广场，套三双卫，全明格局，中间楼层,237万,单价22557元/平米
13,无,锦江城市花园一期  | 2室1厅 | 51.08平米 | 西北 | 其他,低楼层(共34层)2009年建塔楼  -  三圣乡,无,房本满五年,锦江城市花园一期，有装修，套二,98万,单价19186元/平米
14,无,文华路20号  | 2室1厅 | 61.4平米 | 南 | 其他 | 无电梯,低楼层(共6层)1993年建板楼  -  石人小区,距离2号线白果林站302米,房本满五年,文华路20号，套二，卧室带阳台，可以直接拎包入住,105万,单价17101元/平米
15,无,玉双路3号  | 2室2厅 | 63.73平米 | 东 东南 | 其他,中楼层(共7层)1994年建板楼  -  猛追湾,距离4号线玉双路站380米,房本满五年,玉双路中间楼层，套二带阳台，明厨明卫,96万,单价15064元/平米
16,无,花样年花样城  | 2室2厅 | 79.85平米 | 南 | 精装,中楼层(共34层)2015年建板楼  -  温江大学城,无,无,花样城，带装修，赠送家具家电。,88万,单价11021元/平米
17,无,和贵时代巢  | 3室2厅 | 87.22平米 | 南 | 其他,低楼层(共19层)2006年建板楼  -  神仙树,距离7号线神仙树站1048米,无,和贵时代巢 3室2厅 180万房主自荐,180万,单价20638元/平米
18,无,翠晨记  | 2室2厅 | 93.03平米 | 东北 | 其他,低楼层(共21层)板塔结合  -  龙泉驿城区,无,无,翠晨记 套二 精装修 客厅带有阳台,112万,单价12040元/平米
19,无,万科金域西岭  | 2室2厅 | 90.68平米 | 东北 | 其他,中楼层(共35层)2012年建板楼  -  国宾,距离2号线茶店子客运站站356米,房本满五年,万科金域西岭 装修套二 卧室阳台 对中庭安静,178万,单价19630元/平米
20,无,公元西  | 3室1厅 | 108.68平米 | 东南 | 简装,中楼层(共32层)2012年建板塔结合  -  金沙,距离7号线金沙博物馆站1018米,无,新上套三双卫，东南朝向，两个卧室带阳台,280万,单价25764元/平米
21,无,远大都市风景五期  | 2室1厅 | 61.44平米 | 西南 | 其他 | 有电梯,高楼层(共17层)2010年建板楼  -  远大,距离1号线天府五街站686米,无,远大都市风景五期，精装跃层住宅，可看江景房主自荐,155万,单价25228元/平米
22,无,宜家小区  | 2室2厅 | 91.08平米 | 南 | 其他,高楼层(共18层)2000年建板楼  -  郫县万达,无,房本满五年,宜家小区 居家装修大套二 可改套三 中间楼层 满2年,75万,单价8235元/平米
23,无,金象嘉园  | 2室1厅 | 69.37平米 | 东南 | 其他 | 无电梯,中楼层(共6层)2003年建板楼  -  东光小区,距离7号线琉璃场站127米,房本满五年,清水套二  满两年  楼层适中  无抵押按揭交易方便,106万,单价15281元/平米
24,无,锦绣东方一期  | 2室2厅 | 67.02平米 | 西 | 简装 | 有电梯,低楼层(共33层)2008年建塔楼  -  万象城,无,无,锦绣东方朝西有装修套二，对中庭,128万,单价19099元/平米
25,无,阳光华苑  | 4室2厅 | 130.09平米 | 北 | 其他,高楼层(共5层)2008年建板楼  -  华阳,无,房本满五年,阳光华苑装修套四，通透户型，采光好，楼顶带花园。房主自荐,268万,单价20602元/平米
26,无,新兴嘉园  | 3室2厅 | 156平米 | 东南 | 其他,中楼层(共5层)2006年建板楼  -  郫县城区,无,房本满五年,新兴嘉园 大套三双卫，客厅带超大阳台，满2年保养好,137万,单价8783元/平米
27,无,佳兆业丽晶港  | 3室2厅 | 133.32平米 | 西北 | 其他,高楼层(共33层)2012年建板楼  -  珠江新城,距离4号线涌泉站281米,无,丽晶港河景房 品质装修 赠送家具家电 满两年,260万,单价19502元/平米
28,无,川裕苑  | 3室1厅 | 142.5平米 | 东南 | 其他,高楼层(共7层)1999年建板楼  -  通惠门,距离4号线宽窄巷子站663米,房本满五年,西安楼+  川裕苑大套三  +  有装修,256万,单价17965元/平米
29,无,中房蓝水湾  | 4室2厅 | 137平米 | 东北 | 其他,高楼层(共18层)2007年建塔楼  -  李家沱,距离3号线李家沱站645米,房本满五年,蓝水湾标准套四双卫 带衣帽间 视野好,285万,单价20803元/平米
,haskey,houseInfo,positionInfo,subway,taxfree,title,totalPrice,unitPrice
0,随时看房,宏信南樾  | 4室2厅 | 132.9平米 | 西南 | 毛坯,高楼层(共26层)2007年建塔楼  -  海洋公园,无,无,宏信南樾大套三，清水可自己装修，交通便利,248万,单价18661元/平米
1,随时看房,东巷30号附21号  | 3室2厅 | 106.58平米 | 东北 | 其他,高楼层(共4层)板楼  -  大丰,无,房本满五年,茂苑小区，三居室，带花园 ，，，，，，,102万,单价9571元/平米
2,随时看房,润富国际花园  | 3室2厅 | 130.4平米 | 南 | 其他,低楼层(共30层)2017年建板楼  -  金融城,无,无,两梯两户朝南对中庭开发商统装套三,470万,单价36043元/平米
3,随时看房,大成天府景秀一三期  | 3室2厅 | 104.9平米 | 南 | 其他,高楼层(共6层)2005年建板楼  -  东升镇,无,无,该房屋采光好，户型很不错，教育设施完善。,118万,单价11249元/平米
4,随时看房,时代豪庭二期  | 3室2厅 | 175平米 | 东南 | 其他 | 有电梯,中楼层(共24层)2010年建板塔结合  -  合江亭,距离2号线东门大桥站218米,无,时代豪庭二期 对中庭 套三双卫带保姆间 安静 装修好,620万,单价35429元/平米
5,无,英伦金沙  | 2室2厅 | 79.68平米 | 东南 | 其他 | 有电梯,低楼层(共24层)2011年建板塔结合  -  外金沙,无,无,英伦金沙居家套二 客厅带阳台 户型方正,150万,单价18826元/平米
